Entrez Gene	ID	C_adj.P.Val	C_P.Value	C_t	C_B	C_logFC	B_adj.P.Val	B_P.Value	B_t	B_B	B_logFC
139741	ACTRT1	0.365	0.234	-1.195305	-5.88509	-0.0804958	0.39	0.25	-1.1571659	-5.99421	-0.07703623
140625	ACTRT2	3.98e-05	2.27e-06	-4.918312	4.47422	-0.3032923	0.0184	0.00472	-2.8985059	-2.6652	-0.24447308
90	ACVR1	0.00206	0.000312	3.691385	-0.15025	0.4657144	0.0723	0.0271	2.2469528	-4.21374	0.37320704
91	ACVR1B	0.0146	0.00364	-2.954285	-2.3992	-0.2437151	0.0926	0.0371	-2.1164593	-4.48232	-0.23221946
130399	ACVR1C	0.109	0.0475	-1.998618	-4.64059	-0.1973972	0.0108	0.00242	-3.1232051	-2.05555	-0.34717391
92	ACVR2A	0.000493	5.29e-05	4.162199	1.50228	0.3687974	0.227	0.121	1.5673007	-5.45021	0.17526294
93	ACVR2B	3.59e-05	2e-06	-4.946555	4.59227	-0.3658871	0.000368	3.66e-05	-4.3470916	1.85323	-0.39421325
94	ACVRL1	0.0528	0.0187	-2.376335	-3.85019	-0.251381	0.046	0.0151	-2.478534	-3.70217	-0.37437888
95	ACY1	0.409	0.273	1.099847	-5.99235	0.1249173	0.881	0.809	0.2419483	-6.62611	0.0335911
91703	ACY3	0.807	0.718	-0.361846	-6.5228	-0.0285861	0.267	0.15	-1.4535794	-5.61674	-0.14440373
97	ACYP1	0.644	0.516	0.650585	-6.37867	0.0807358	0.301	0.176	1.3635839	-5.74004	0.20226812
98	ACYP2	0.0462	0.0157	-2.443014	-3.69748	-0.1986015	1.44e-05	6.72e-07	-5.352117	5.66457	-0.42682505
100	ADA	0.573	0.438	-0.778235	-6.28889	-0.0928054	0.155	0.0723	1.818775	-5.04017	0.29100828
132612	ADAD1	0.631	0.502	0.672859	-6.36415	0.0477986	0.831	0.742	0.3305783	-6.6009	0.02731159
161931	ADAD2	0.0369	0.0118	-2.548429	-3.44813	-0.2842254	0.028	0.00805	-2.7110588	-3.14497	-0.32646998
161823	ADAL	0.932	0.895	-0.131698	-6.57888	-0.0070521	0.336	0.205	-1.2779102	-5.85041	-0.08735611
102	ADAM10	2.01e-05	9.59e-07	5.111775	5.29248	0.5977429	6.22e-06	2.39e-07	5.5967141	6.65521	0.8059089
4185	ADAM11	0.983	0.974	-0.033027	-6.58691	-0.0008472	0.293	0.169	1.3855353	-5.71066	0.0471646
8038	ADAM12	0.111	0.0484	-1.99045	-4.65626	-0.2349702	0.307	0.18	1.3498653	-5.75818	0.22167909
8751	ADAM15	0.946	0.918	-0.102516	-6.58226	-0.0081718	0.272	0.153	1.44025	-5.63547	0.13153416
6868	ADAM17	0.0432	0.0145	2.474401	-3.62425	0.2601925	9e-04	0.00011	4.0483135	0.81551	0.54144306
8749	ADAM18	0.987	0.98	0.025152	-6.58714	0.0010496	0.1	0.0412	-2.0720358	-4.57045	-0.08393168
8728	ADAM19	0.0513	0.018	2.391631	-3.81551	0.2320696	7.38e-06	2.95e-07	5.5478161	6.45547	0.64858075
2515	ADAM2	0.924	0.884	0.145624	-6.57697	0.0047045	0.985	0.974	0.0328596	-6.65468	0.00129814
8748	ADAM20	0.743	0.637	0.47345	-6.47681	0.055481	0.356	0.221	1.2324952	-5.90611	0.11524638
8747	ADAM21	0.439	0.301	1.037614	-6.05755	0.1733312	0.535	0.387	0.8687295	-6.28144	0.18178261
53616	ADAM22	0.00148	0.000206	3.805632	0.23591	0.1849563	0.00013	1e-05	4.6853565	3.08447	0.2377619
8745	ADAM23	0.618	0.487	0.696021	-6.34854	0.0739449	0.701	0.574	0.5639493	-6.49731	0.06691925
10863	ADAM28	1.67e-10	4.09e-13	7.952719	19.38312	1.1836562	0.00261	0.000414	3.6693888	-0.42663	0.7316118
11086	ADAM29	0.232	0.127	-1.536294	-5.43082	-0.0693926	0.203	0.104	-1.6431475	-5.33256	-0.10120186
11085	ADAM30	0.263	0.15	-1.447291	-5.56004	-0.052279	0.107	0.0445	-2.0380594	-4.63671	-0.07709317
203102	ADAM32	0.869	0.804	-0.248556	-6.55694	-0.0202575	0.441	0.297	-1.0483946	-6.1119	-0.09459938
80332	ADAM33	0.00277	0.000454	-3.585816	-0.49838	-0.3218957	0.226	0.12	-1.5701763	-5.44584	-0.21993064
	ADAM5P	0.189	0.0967	1.671741	-5.21988	0.0535549	0.0489	0.0163	2.4481381	-3.77182	0.08448137
8755	ADAM6	0.0203	0.00555	-2.814068	-2.77734	-0.1310287	0.508	0.361	-0.9183402	-6.23774	-0.06753934
8756	ADAM7	0.484	0.346	0.945626	-6.14707	0.1280447	0.686	0.557	-0.5902218	-6.48228	-0.09462215
101	ADAM8	1.66e-09	8.32e-12	7.415081	16.47671	1.7136254	7.84e-12	8.74e-15	9.3085856	23.21998	2.49531677
8754	ADAM9	5.39e-06	1.94e-07	5.459112	6.81586	0.6651311	9.24e-06	3.93e-07	5.4799041	6.17945	0.83852381
27299	ADAMDEC1	0.0845	0.0341	2.138231	-4.36336	0.4820564	0.413	0.271	1.1069423	-6.04996	0.31641511
9510	ADAMTS1	0.091	0.0375	-2.099087	-4.44287	-0.4233111	0.0284	0.00817	-2.7055539	-3.15865	-0.56372257
81794	ADAMTS10	0.0315	0.00964	-2.622043	-3.26829	-0.2163238	0.015	0.00364	-2.9873911	-2.42846	-0.26561387
81792	ADAMTS12	0.00142	0.000195	3.820289	0.28615	0.2104734	3.75e-05	2.19e-06	5.0662427	4.5354	0.40593064
11093	ADAMTS13	0.00743	0.00156	-3.222335	-1.63126	-0.2089253	0.0157	0.00387	-2.9660065	-2.48595	-0.26981988
140766	ADAMTS14	0.00526	0.00101	3.353724	-1.2337	0.2488166	7.29e-07	1.72e-08	6.2025152	9.19271	0.54461594
170689	ADAMTS15	0.0653	0.0246	-2.270649	-4.0842	-0.1192263	0.373	0.235	-1.1944912	-5.95123	-0.09574845
170690	ADAMTS16	0.108	0.0466	-2.006249	-4.62589	-0.1843278	0.973	0.954	-0.0578953	-6.65355	-0.0065735
170691	ADAMTS17	0.00177	0.00026	-3.741433	0.01772	-0.1537231	0.00212	0.000316	-3.748338	-0.17502	-0.16913872
170692	ADAMTS18	0.205	0.107	1.620728	-5.30134	0.1082615	0.0831	0.0323	2.1746085	-4.36442	0.18510663
171019	ADAMTS19	0.293	0.173	1.368957	-5.66757	0.0499097	0.283	0.161	1.4120416	-5.67458	0.07139441
9509	ADAMTS2	0.0315	0.00963	-2.622364	-3.26749	-0.1817406	0.533	0.386	-0.8715514	-6.27901	-0.07603002
80070	ADAMTS20	0.963	0.944	-0.069761	-6.58504	-0.0015378	0.598	0.456	-0.7490527	-6.37702	-0.02052692
9508	ADAMTS3	0.524	0.386	-0.869507	-6.21494	-0.046377	0.435	0.291	-1.0630081	-6.09675	-0.06768116
9507	ADAMTS4	0.849	0.774	-0.2871	-6.54674	-0.0416596	0.871	0.794	0.2617307	-6.62116	0.04822671
11096	ADAMTS5	0.816	0.73	-0.345684	-6.52844	-0.0570498	0.71	0.585	-0.5483896	-6.50589	-0.11462008
11174	ADAMTS6	1.65e-06	4.38e-08	5.770697	8.23831	0.3429517	1.12e-09	5.19e-12	7.9639819	17.03059	0.47657557
11173	ADAMTS7	0.0017	0.000247	-3.755571	0.06551	-0.350503	0.0172	0.00433	-2.9282959	-2.58651	-0.36674845
11095	ADAMTS8	0.813	0.726	0.351074	-6.52659	0.0373552	0.681	0.551	-0.5978925	-6.47777	-0.07029296
56999	ADAMTS9	0.897	0.844	0.197395	-6.5682	0.0229445	0.65	0.514	-0.6545496	-6.44263	-0.09461284
92949	ADAMTSL1	0.118	0.0529	-1.951299	-4.73053	-0.1040743	0.538	0.391	-0.8617806	-6.28737	-0.05648137
9719	ADAMTSL2	0.556	0.42	0.809436	-6.26452	0.1420741	0.659	0.525	-0.6389456	-6.45262	-0.13845135
57188	ADAMTSL3	0.00186	0.000274	-3.726793	-0.03161	-0.4019192	4.24e-06	1.49e-07	-5.7080638	7.11308	-0.75577122
54507	ADAMTSL4	0.754	0.649	-0.455927	-6.48484	-0.0266686	0.328	0.198	1.2965989	-5.82692	0.11097723
339366	ADAMTSL5	0.0281	0.00833	-2.673955	-3.13866	-0.1896553	0.164	0.0782	-1.781878	-5.10389	-0.18780952
11033	ADAP1	0.000752	8.88e-05	4.028958	1.01842	0.3337474	0.0389	0.0122	2.5576855	-3.51731	0.21213872
55803	ADAP2	0.596	0.463	0.736068	-6.32031	0.1025756	0.701	0.574	0.5648459	-6.49681	0.10074431
103	ADAR	0.00202	0.000304	3.698081	-0.12789	0.228461	0.00118	0.000155	3.9530506	0.49518	0.27587681
104	ADARB1	0.0865	0.0351	-2.126089	-4.38817	-0.1447581	0.152	0.0705	-1.8303781	-5.01988	-0.16815942
105	ADARB2	1.9e-06	5.26e-08	-5.732969	8.06339	-1.1078449	1.97e-06	5.87e-08	-5.9227387	8.00711	-1.32057557
23536	ADAT1	0.0312	0.00953	2.626192	-3.25801	0.1889652	0.00889	0.0019	3.2017403	-1.83387	0.3118882
134637	ADAT2	0.171	0.0848	1.735015	-5.11546	0.1958371	0.343	0.21	1.2621046	-5.87002	0.16389855
113179	ADAT3	0.122	0.0547	-1.936223	-4.75876	-0.1488594	0.0907	0.0361	-2.1274939	-4.46017	-0.17928986
	ADC	0.0338	0.0106	2.589277	-3.34891	0.1844523	0.000563	6.23e-05	4.2039965	1.35013	0.35899275
57143	ADCK1	0.97	0.954	-0.05774	-6.5858	-0.0029996	0.981	0.967	0.0415907	-6.65436	0.00272257
90956	ADCK2	0.51	0.372	-0.896028	-6.19193	-0.0428033	0.417	0.275	-1.0991962	-6.05834	-0.06533126
	ADCK4	0.261	0.148	-1.453518	-5.55124	-0.051435	0.715	0.59	0.5406939	-6.51004	0.02739441
203054	ADCK5	0.334	0.207	1.266898	-5.7989	0.1275017	0.607	0.466	0.7320028	-6.3895	0.08341408
107	ADCY1	0.000196	1.66e-05	-4.451108	2.59358	-0.3047514	0.00031	2.97e-05	-4.4023892	2.05055	-0.40343168
55811	ADCY10	0.6	0.467	0.728948	-6.32544	0.0275855	0.795	0.694	-0.3947276	-6.57779	-0.01572774
108	ADCY2	0.946	0.918	0.103563	-6.58215	0.0045654	0.935	0.893	0.1349814	-6.64616	0.00764079
109	ADCY3	0.464	0.326	-0.985745	-6.10904	-0.1265329	0.201	0.103	-1.6497641	-5.32204	-0.27181263
196883	ADCY4	0.511	0.372	-0.894774	-6.19304	-0.1523206	0.117	0.0501	-1.9863293	-4.73568	-0.43093271
111	ADCY5	0.00019	1.59e-05	-4.461812	2.63509	-0.2394348	0.00341	0.000574	-3.57241	-0.73032	-0.25388716
112	ADCY6	0.68	0.561	0.582973	-6.41976	0.0493485	0.683	0.553	-0.5961127	-6.47882	-0.07728261
113	ADCY7	0.000197	1.66e-05	4.450528	2.59133	0.4345918	1.36e-07	2.16e-09	6.6639704	11.19201	0.74018219
114	ADCY8	0.215	0.115	1.586955	-5.35394	0.0632349	0.261	0.145	1.4694193	-5.59425	0.08344203
115	ADCY9	0.00267	0.000432	-3.599567	-0.45351	-0.2423198	3.46e-05	1.98e-06	-5.0906613	4.63057	-0.47398758
116	ADCYAP1	0.0772	0.0304	-2.185726	-4.26504	-0.4897839	7.42e-06	2.98e-07	-5.5451246	6.4445	-1.33283126
117	ADCYAP1R1	8.48e-05	5.8e-06	-4.701526	3.58436	-1.0777123	0.00143	0.000195	-3.886698	0.27519	-1.03128468
118	ADD1	0.216	0.115	-1.584091	-5.35835	-0.0945475	0.147	0.0675	-1.8510381	-4.98346	-0.13459834
119	ADD2	0.202	0.105	-1.630341	-5.28618	-0.0459958	0.947	0.911	-0.1118043	-6.649	-0.00413147
120	ADD3	0.0549	0.0197	2.3576	-3.89239	0.2904675	0.0571	0.02	-2.3699375	-3.94755	-0.36154244
	ADFP	0.261	0.148	-1.452836	-5.55221	-0.2397832	0.56	0.413	0.8216331	-6.32071	0.18158592
124	ADH1A	0.000194	1.64e-05	-4.454433	2.60647	-0.8557811	4.04e-10	1.33e-12	-8.2521279	18.35057	-2.17139648
126	ADH1C	0.0027	0.00044	-3.59467	-0.46951	-0.7204388	1.62e-09	8.4e-12	-7.8620612	16.56524	-2.17346584
127	ADH4	0.592	0.459	0.742154	-6.31588	0.1163563	0.457	0.313	-1.015698	-6.14507	-0.15620083
128	ADH5	0.16	0.0783	1.772744	-5.05142	0.1622125	0.868	0.791	0.266054	-6.62002	0.02543168
	ADH5P4	0.628	0.499	0.678307	-6.36053	0.0699306	0.56	0.413	0.8225121	-6.32	0.08325673
130	ADH6	0.661	0.537	0.618841	-6.39852	0.0323991	0.312	0.185	-1.3357549	-5.77665	-0.08366977
131	ADH7	0.564	0.428	-0.794074	-6.27664	-0.0239829	0.572	0.426	0.7989087	-6.3389	0.03904969
137872	ADHFE1	0.114	0.0501	-1.975101	-4.68555	-0.2565597	0.00319	0.000529	-3.5968023	-0.6545	-0.52660041
55256	ADI1	0.1	0.0426	2.044925	-4.5506	0.1715943	0.142	0.0648	-1.8696761	-4.95028	-0.19555383
149685	ADIG	0.895	0.841	0.200942	-6.56751	0.00781	0.536	0.389	0.8662024	-6.2836	0.03374948
9370	ADIPOQ	0.476	0.338	-0.961411	-6.13229	-0.1386786	0.892	0.826	0.2204544	-6.63105	0.04911594
51094	ADIPOR1	0.544	0.407	0.830929	-6.24719	0.0584525	0.0211	0.00559	2.8401555	-2.81741	0.2420207
79602	ADIPOR2	0.893	0.838	-0.20536	-6.56662	-0.0131657	0.71	0.584	0.5490641	-6.50552	0.04320186
132	ADK	0.213	0.113	1.592359	-5.34559	0.1206095	0.015	0.00364	2.9873375	-2.4286	0.35376812
133	ADM	0.146	0.0691	1.830949	-4.95005	0.4037856	0.000405	4.13e-05	4.314731	1.7385	1.33210248
79924	ADM2	0.0998	0.0424	-2.046599	-4.54731	-0.1287355	0.31	0.183	-1.3407289	-5.77016	-0.12774017
23394	ADNP	0.0765	0.0301	2.189654	-4.25682	0.1677054	0.611	0.47	0.7251309	-6.39446	0.06010041
22850	ADNP2	0.373	0.241	1.177839	-5.90537	0.0801041	0.323	0.194	1.3086663	-5.81158	0.13792236
84890	ADO	0.000653	7.48e-05	4.073498	1.17877	0.4460044	0.128	0.0567	1.9305903	-4.83971	0.2839441
134	ADORA1	0.00541	0.00104	-3.343704	-1.2645	-0.4366507	0.00418	0.000737	-3.4969459	-0.96244	-0.53143271
135	ADORA2A	0.00685	0.00141	-3.252909	-1.53997	-0.233092	0.0222	0.00596	-2.8175326	-2.87573	-0.25121014
136	ADORA2B	1.49e-05	6.55e-07	5.195819	5.65481	0.7135108	2.79e-08	3.02e-10	7.0942603	13.09665	1.33883023
140	ADORA3	0.473	0.335	-0.96789	-6.12616	-0.1064023	0.783	0.677	-0.4176553	-6.56854	-0.0542971
83440	ADPGK	0.12	0.0537	1.944306	-4.74365	0.1535918	0.115	0.0489	1.9968735	-4.71569	0.18839648
141	ADPRH	0.837	0.76	-0.306331	-6.54111	-0.011894	0.371	0.234	1.1990273	-5.94592	0.06050725
113622	ADPRHL1	0.203	0.106	-1.627109	-5.29129	-0.1642759	0.627	0.489	-0.6954704	-6.41529	-0.09429296
54936	ADPRHL2	0.737	0.629	-0.483873	-6.47188	-0.0308267	0.721	0.598	0.5291009	-6.51619	0.03763768
148	ADRA1A	0.798	0.705	-0.378799	-6.5166	-0.0140821	0.734	0.613	0.5069417	-6.52758	0.02210352
147	ADRA1B	0.0984	0.0417	-2.054622	-4.5315	-0.1852127	0.0966	0.0392	2.0929257	-4.52922	0.34704037
146	ADRA1D	0.0255	0.00737	-2.716563	-3.03055	-0.3906214	0.0853	0.0334	-2.1612718	-4.39171	-0.42311905
150	ADRA2A	0.284	0.166	-1.391152	-5.63769	-0.3094078	0.000153	1.23e-05	-4.6329142	2.88989	-1.26985714
151	ADRA2B	0.0656	0.0247	-2.268375	-4.08913	-0.2184635	0.197	0.1	-1.6615922	-5.30315	-0.23523602
152	ADRA2C	0.00041	4.18e-05	-4.221899	1.72311	-0.6913708	9.2e-05	6.41e-06	-4.7983493	3.50811	-1.02520393
153	ADRB1	0.389	0.255	-1.143238	-5.94468	-0.0544614	0.951	0.919	-0.1021076	-6.65003	-0.00578986
154	ADRB2	0.062	0.023	-2.297081	-4.02661	-0.3733206	0.858	0.777	-0.284462	-6.61499	-0.05619462
155	ADRB3	0.192	0.0988	-1.660825	-5.23751	-0.1256864	0.301	0.176	-1.3642263	-5.73919	-0.12915631
	ADRBK1	0.124	0.0559	1.926911	-4.77609	0.1430922	0.00149	0.000205	3.8728392	0.22957	0.2962381
	ADRBK2	0.924	0.885	-0.145378	-6.57701	-0.0107374	0.443	0.299	-1.0440423	-6.11638	-0.09165839
11047	ADRM1	0.284	0.166	-1.390974	-5.63793	-0.09276	0.329	0.199	1.2950561	-5.82887	0.11258903
158	ADSL	0.794	0.701	-0.385053	-6.51425	-0.0372742	0.907	0.849	0.1911018	-6.63706	0.02109731
159	ADSS	1.27e-07	1.77e-09	6.412044	11.31685	0.5035889	2.65e-10	7.54e-13	8.3719524	18.90105	0.73548137
122622	ADSSL1	0.0591	0.0216	-2.320782	-3.97443	-0.2435625	0.694	0.566	0.576575	-6.49017	0.08586957
165	AEBP1	0.144	0.068	1.837984	-4.93758	0.3570872	0.00147	0.000202	3.8769007	0.24293	0.88013872
121536	AEBP2	0.156	0.0757	1.788772	-5.02382	0.1111387	0.0876	0.0345	2.1469322	-4.42089	0.16569669
64782	AEN	0.516	0.377	0.885812	-6.20088	0.0774502	0.881	0.81	-0.2417278	-6.62616	-0.0254058
166	AES	0.194	0.1	-1.654179	-5.2482	-0.1218894	0.0472	0.0156	-2.4654151	-3.73232	-0.23494928
60312	AFAP1	0.00198	0.000296	3.705214	-0.10403	0.465096	0.00209	0.000311	3.7535666	-0.15822	0.54338406
134265	AFAP1L1	0.264	0.151	-1.444304	-5.56425	-0.1103046	0.65	0.514	0.6549476	-6.44237	0.06950104
84632	AFAP1L2	0.000476	5.08e-05	4.172717	1.54101	0.3702835	0.00344	0.000581	3.5686897	-0.74185	0.40979917
	AFARP1	0.072	0.0279	-2.220585	-4.19159	-0.2461138	5.85e-05	3.74e-06	-4.9336463	4.02302	-0.60270807
4299	AFF1	0.0286	0.00852	-2.666111	-3.1584	-0.1048917	0.00874	0.00186	-3.2081093	-1.8157	-0.17061387
2334	AFF2	0.0129	0.00311	3.005546	-2.25688	0.1578634	0.158	0.0744	1.8050968	-5.06394	0.10289234
3899	AFF3	0.6	0.468	-0.727687	-6.32635	-0.0643677	0.535	0.387	-0.8687157	-6.28145	-0.09473706
27125	AFF4	0.0891	0.0365	2.110331	-4.42017	0.099237	0.00804	0.00167	3.2421492	-1.71811	0.17248344
	AFG3L1	0.456	0.317	1.003199	-6.092	0.1143328	0.62	0.481	0.7084734	-6.40626	0.10067288
10939	AFG3L2	0.144	0.068	1.838039	-4.93748	0.1714677	0.237	0.127	1.5386344	-5.49331	0.16700932
173	AFM	0.547	0.41	-0.825338	-6.25174	-0.0438949	0.0963	0.039	-2.0953262	-4.52446	-0.11662836
125061	AFMID	0.000404	4.11e-05	-4.226596	1.74059	-0.3145355	0.00109	0.000141	-3.9788305	0.58135	-0.3378147
174	AFP	0.72	0.608	-0.5141	-6.45701	-0.0678487	0.314	0.186	-1.3322429	-5.78122	-0.26807867
54812	AFTPH	0.0511	0.0179	2.393851	-3.81046	0.17487	0.119	0.0513	-1.9756407	-4.75583	-0.1922412
175	AGA	0.975	0.962	-0.048041	-6.58631	-0.006335	0.253	0.139	-1.4930149	-5.56034	-0.24357143
116987	AGAP1	0.855	0.783	-0.275255	-6.55003	-0.0240407	0.187	0.0931	-1.6976487	-5.24479	-0.15872774
	AGAP10	0.937	0.904	-0.121009	-6.58022	-0.0140648	0.959	0.932	0.0852811	-6.6516	0.0100383
116986	AGAP2	0.052	0.0184	2.384432	-3.83186	0.4189612	0.0758	0.0288	2.2223319	-4.26551	0.46266667
116988	AGAP3	0.43	0.293	-1.055323	-6.03938	-0.0862818	0.376	0.238	-1.1868262	-5.96017	-0.120147
	AGAP7	0.266	0.152	1.440997	-5.56889	0.1627615	0.442	0.298	1.0464238	-6.11393	0.15096377
	AGAP8	0.776	0.678	-0.416042	-6.502	-0.0412068	0.607	0.466	-0.7325266	-6.38913	-0.0858913
123624	AGBL1	0.0398	0.013	2.512523	-3.53415	0.196596	0.0172	0.00433	2.9279449	-2.58744	0.30905072
79841	AGBL2	0.0154	0.00391	2.930739	-2.46384	0.2751207	0.0134	0.00317	3.0335628	-2.30318	0.34574948
340351	AGBL3	0.000334	3.25e-05	-4.285458	1.96092	-0.3732626	1.17e-05	5.2e-07	-5.4133977	5.91073	-0.56050828
84871	AGBL4	0.61	0.478	-0.710924	-6.33822	-0.0307168	0.845	0.76	-0.3070109	-6.60836	-0.01722878
60509	AGBL5	0.00311	0.000523	-3.545359	-0.62955	-0.2132199	0.118	0.051	-1.9782396	-4.75094	-0.14986232
177	AGER	0.0382	0.0124	-2.531814	-3.48807	-0.2326661	0.347	0.214	-1.2516504	-5.88286	-0.15597308
3267	AGFG1	8.26e-06	3.21e-07	5.351211	6.33537	0.4190652	0.000466	4.93e-05	4.2676146	1.57244	0.48663665
3268	AGFG2	0.146	0.0692	-1.830064	-4.95161	-0.1171615	0.000824	9.91e-05	-4.0769722	0.9129	-0.33000104
55109	AGGF1	0.0552	0.0199	-2.35413	-3.90018	-0.1915946	0.224	0.119	-1.5752493	-5.43812	-0.15940269
55750	AGK	0.504	0.366	0.906341	-6.1828	0.0334213	0.229	0.122	1.5600285	-5.46121	0.07105072
178	AGL	0.0508	0.0178	2.396938	-3.80342	0.2353335	0.75	0.634	-0.4776618	-6.54188	-0.06721946
79814	AGMAT	0.00133	0.00018	3.841483	0.35908	0.3965863	0.795	0.694	0.3949074	-6.57772	0.04316977
10554	AGPAT1	0.00875	0.00191	3.16056	-1.81341	0.2856513	0.0174	0.00439	2.923588	-2.59899	0.2796118
10555	AGPAT2	0.546	0.409	0.828505	-6.24916	0.1186136	0.584	0.44	0.7755051	-6.35709	0.13453727
56894	AGPAT3	0.792	0.697	-0.389975	-6.51236	-0.0202583	0.504	0.357	-0.9260249	-6.23075	-0.05483023
56895	AGPAT4	0.171	0.0847	-1.735277	-5.11502	-0.1258398	0.682	0.552	0.5964922	-6.4786	0.06264286
55326	AGPAT5	0.000222	1.93e-05	4.413646	2.44889	0.3221992	0.264	0.147	1.462841	-5.60362	0.13588509
	AGPAT6	0.428	0.291	-1.0605	-6.03401	-0.085287	0.764	0.652	0.4523366	-6.55356	0.04451139
	AGPAT9	0.205	0.107	1.619714	-5.30294	0.2131984	0.925	0.877	0.1552963	-6.64323	0.02608282
8540	AGPS	0.00377	0.000663	3.477446	-0.84691	0.2050165	0.0495	0.0166	2.4421584	-3.78543	0.16968012
10551	AGR2	1.97e-13	3.99e-17	9.530143	28.30867	2.8559512	0.00818	0.00171	3.2351301	-1.7383	1.35316253
155465	AGR3	3.67e-07	6.5e-09	6.15628	10.06618	1.5962949	0.83	0.741	-0.3311482	-6.60071	-0.12576294
375790	AGRN	0.366	0.235	1.193056	-5.88771	0.1184852	0.00833	0.00175	3.228224	-1.75813	0.40678157
181	AGRP	0.0351	0.0111	2.571434	-3.39243	0.4384348	0.000524	5.7e-05	4.2282147	1.4345	0.94836335
183	AGT	0.699	0.583	-0.549483	-6.43845	-0.090237	0.0749	0.0284	-2.2284534	-4.25269	-0.47574534
23287	AGTPBP1	0.942	0.911	-0.111751	-6.58128	-0.0052499	0.0558	0.0193	-2.3822303	-3.92026	-0.14959317
185	AGTR1	0.0139	0.00343	-2.97391	-2.34497	-0.3343761	0.00263	0.000419	-3.6660831	-0.43708	-0.46106936
186	AGTR2	0.932	0.896	0.131164	-6.57895	0.0070416	0.577	0.432	-0.7890253	-6.34665	-0.04249379
57085	AGTRAP	0.359	0.229	-1.208523	-5.86954	-0.0781003	0.0501	0.0169	2.4354459	-3.80068	0.19434265
189	AGXT	0.0433	0.0145	2.472731	-3.62817	0.0758719	0.0417	0.0133	2.5259655	-3.59199	0.07622464
64902	AGXT2	0.477	0.339	-0.958703	-6.13484	-0.0327355	0.384	0.245	-1.1710594	-5.97837	-0.03645445
	AGXT2L1	0.307	0.184	1.335054	-5.71229	0.116588	0.963	0.939	0.0770267	-6.65227	0.00625052
	AGXT2L2	0.504	0.366	-0.906478	-6.18268	-0.0576739	0.163	0.0774	-1.7867354	-5.09557	-0.13145963
25909	AHCTF1	0.383	0.249	-1.156676	-5.92955	-0.0646809	0.774	0.665	-0.4340759	-6.5616	-0.03333437
191	AHCY	0.141	0.066	-1.852067	-4.91249	-0.1558613	0.0663	0.0241	-2.2941347	-4.1131	-0.23206522
10768	AHCYL1	0.012	0.00283	-3.036074	-2.1711	-0.2168548	0.000973	0.000122	-4.0204055	0.72112	-0.351294
23382	AHCYL2	7.47e-05	4.99e-06	4.737012	3.72802	0.5167178	0.996	0.993	-0.0081828	-6.65519	-0.0009648
27245	AHDC1	0.359	0.228	-1.209221	-5.86872	-0.1135914	0.108	0.0453	-2.0304637	-4.65139	-0.21195963
54806	AHI1	0.609	0.478	-0.711188	-6.33803	-0.0570684	0.0109	0.00245	-3.1190413	-2.06718	-0.26588923
79026	AHNAK	0.467	0.329	0.980054	-6.11453	0.0902408	0.0684	0.0252	2.2765752	-4.15077	0.28405797
113146	AHNAK2	5.12e-09	3.21e-11	7.168386	15.17341	1.1171562	7.36e-13	5.21e-16	9.900646	25.94921	1.72908799
196	AHR	1.99e-08	1.8e-10	6.848387	13.5147	0.9506636	0.000436	4.52e-05	4.29059	1.65327	0.70401863
57491	AHRR	0.792	0.698	0.388562	-6.51291	0.0407862	0.777	0.669	-0.428685	-6.56391	-0.05074224
10598	AHSA1	0.851	0.777	-0.283163	-6.54785	-0.0306591	0.299	0.174	1.3690236	-5.73281	0.17078261
130872	AHSA2	0.682	0.563	0.579535	-6.42173	0.1119629	0.612	0.472	0.7222621	-6.39651	0.18458075
197	AHSG	0.051	0.0179	-2.394933	-3.80799	-0.288512	0.0587	0.0207	-2.3563568	-3.97756	-0.43225983
57379	AICDA	0.105	0.045	2.021328	-4.5967	0.1912524	0.109	0.0457	2.0263756	-4.65926	0.17659524
64853	AIDA	0.115	0.0511	1.966396	-4.70206	0.2093031	0.433	0.289	1.066413	-6.09319	0.14149379
199	AIF1	0.18	0.091	1.701171	-5.17177	0.3258573	0.272	0.153	1.4396304	-5.63634	0.33160559
83543	AIF1L	0.00138	0.000188	-3.830289	0.32052	-0.5296693	0.000831	1e-04	-4.0743054	0.90382	-0.71122567
9131	AIFM1	0.0705	0.0272	2.230563	-4.17036	0.1521043	0.973	0.954	-0.0577673	-6.65356	-0.00538302
84883	AIFM2	0.0152	0.00384	2.936406	-2.44832	0.2478217	0.0274	0.00781	2.7220299	-3.11763	0.24219151
150209	AIFM3	0.00935	0.00207	3.134442	-1.8895	0.207893	0.0352	0.0107	2.6069491	-3.39973	0.17599586
51390	AIG1	0.741	0.634	0.477511	-6.4749	0.0443428	0.0926	0.0371	2.1167041	-4.48183	0.30727226
	AIM1	0.0159	0.00405	2.919094	-2.49564	0.3920661	0.0919	0.0367	2.1207935	-4.47363	0.39672464
	AIM1L	1.28e-07	1.83e-09	6.405476	11.28437	0.8718383	1.78e-07	3.01e-09	6.5908077	10.87177	1.03723292
9447	AIM2	0.0697	0.0268	2.236825	-4.157	0.4362248	0.00509	0.000938	3.4232023	-1.18565	0.92810041
9049	AIP	0.135	0.0627	-1.875078	-4.8711	-0.1336471	0.507	0.36	-0.9203183	-6.23594	-0.09348137
